1,Text,1003,1588168633
1,Text,1011,1588166795
1,Text,1014,1588164458
2,Text,1024,1588163952
2,Text,1027,1588166292
3,Text,1033,1588165536
4,Text,1043,1588167923
4,Text,1054,1588162516
5,Text,1062,1588170430
6,Text,1068,1588163382
6,Text,1069,1588163650
6,Text,1071,1588164412
6,Text,1073,1588166851
6,Text,1080,1588166231
6,Text,1084,1588163836
6,Text,1085,1588167552
6,Text,1087,1588163026
7,Text,1093,1588165551
7,Text,1094,1588163926
9,Text,1103,1588165544
9,Text,1105,1588164574
9,Text,1108,1588165266
9,Text,1109,1588163219
9,Text,1110,1588164972
11,Text,1118,1588162878
11,Text,1131,1588162678
11,Text,1136,1588166294
12,Text,1149,1588169979
12,Text,1150,1588163498
12,Text,1158,1588164003
13,Text,1161,1588166525
13,Text,1173,1588163631
14,Text,1184,1588164486
14,Text,1186,1588165067
15,Text,1203,1588165841
16,Text,1211,1588163486
16,Text,1216,1588166474
16,Text,1219,1588168124
19,Text,1233,1588168169
19,Text,1237,1588165055
19,Text,1241,1588164026
19,Text,1242,1588166982
19,Text,1244,1588168452
19,Text,1250,1588165171
20,Text,1258,1588164878
20,Text,1262,1588163902
20,Text,1264,1588166839
20,Text,1270,1588168863
20,Text,1271,1588167920
20,Text,1273,1588164653
21,Text,1274,1588168682
21,Text,1277,1588166556
21,Text,1279,1588164049
21,Text,1284,1588164273
21,Text,1288,1588164533
21,Text,1291,1588165030
22,Text,1294,1588167600
22,Text,1300,1588165485
22,Text,1302,1588166954
22,Text,1306,1588163241
23,Text,1314,1588164927
23,Text,1315,1588163246
24,Text,1326,1588165567
24,Text,1328,1588168985
25,Text,1333,1588163058
26,Text,1339,1588164796
26,Text,1342,1588167889
26,Text,1343,1588166537
26,Text,1345,1588164967
26,Text,1347,1588163901
26,Text,1348,1588164014
27,Text,1351,1588164904
27,Text,1352,1588164425
27,Text,1353,1588161412
27,Text,1354,1588163941
29,Text,1366,1588167593
30,Text,1386,1588167933
31,Text,1391,1588166895
32,Text,1396,1588161848
32,Text,1402,1588165592
34,Text,1411,1588165588
34,Text,1412,1588168128
34,Text,1417,1588163707
35,Text,1421,1588164226
35,Text,1422,1588160304
35,Text,1423,1588164711
35,Text,1424,1588163614
35,Text,1425,1588165311
36,Text,1432,1588167114
36,Text,1433,1588168065
37,Text,1439,1588167819
37,Text,1444,1588166410
37,Text,1454,1588165537
38,Text,1460,1588161903
38,Text,1469,1588164149
38,Text,1471,1588163482
39,Text,1476,1588161870
39,Text,1482,1588165766
39,Text,1485,1588166233
39,Text,1487,1588162578
40,Text,1493,1588163135
40,Text,1495,1588161542
40,Text,1504,1588167258
41,Text,1518,1588163350
41,Text,1520,1588167076
41,Text,1523,1588167339
42,Text,1527,1588164310
42,Text,1531,1588163270
42,Text,1532,1588167960
43,Text,1534,1588166226
44,Text,1540,1588168105
45,Text,1544,1588163916
45,Text,1546,1588163912
45,Text,1547,1588165272
45,Text,1552,1588165153
46,Text,1562,1588165566
46,Text,1563,1588166596
47,Text,1564,1588166425
47,Text,1565,1588164087
47,Text,1566,1588162739
47,Text,1573,1588159688
48,Text,1580,1588165970
48,Text,1585,1588166093
48,Text,1587,1588164800
48,Text,1589,1588163040
49,Text,1598,1588163894
49,Text,1599,1588166630
49,Text,1605,1588163756
50,Text,1627,1588162952
50,Text,1628,1588168242
51,Text,1640,1588163940
51,Text,1644,1588165072
52,Text,1651,1588168106
53,Text,1664,1588161758
54,Text,1668,1588164081
54,Text,1671,1588162224
56,Text,1677,1588165880
56,Text,1679,1588160575
56,Text,1681,1588167279
58,Text,1693,1588164695
58,Text,1694,1588164649
58,Text,1699,1588166644
58,Text,1702,1588166707
59,Text,1714,1588161570
59,Text,1715,1588168307
59,Text,1717,1588167002
59,Text,1718,1588163109
60,Text,1721,1588163856
60,Text,1725,1588162671
60,Text,1728,1588169328
60,Text,1731,1588163806
61,Text,1736,1588166452
62,Text,1742,1588164094
63,Text,1743,1588168205
63,Text,1744,1588163304
63,Text,1746,1588165628
64,Text,1752,1588167023
64,Text,1755,1588166315
64,Text,1756,1588166465
66,Text,1761,1588167372
67,Text,1765,1588165976
67,Text,1766,1588165894
67,Text,1772,1588169568
69,Text,1795,1588167405
69,Text,1798,1588160633
69,Text,1802,1588162202
70,Text,1809,1588166770
70,Text,1814,1588162946
70,Text,1815,1588163924
71,Text,1820,1588163722
72,Text,1827,1588166955
73,Text,1833,1588167477
73,Text,1836,1588168128
73,Text,1839,1588166539
73,Text,1840,1588169555
73,Text,1848,1588165438
73,Text,1849,1588164218
73,Text,1850,1588163160
74,Text,1860,1588166172
74,Text,1862,1588164254
74,Text,1865,1588164402
74,Text,1869,1588167340
75,Text,1884,1588163030
76,Text,1892,1588167479
76,Text,1893,1588168647
76,Text,1894,1588162603
76,Text,1899,1588161764
77,Text,1906,1588165995
77,Text,1907,1588164879
79,Text,1926,1588163956
79,Text,1941,1588164035
80,Text,1944,1588168249
80,Text,1947,1588163037
80,Text,1952,1588164261
81,Text,1953,1588163526
82,Text,1962,1588165754
82,Text,1964,1588163077
82,Text,1966,1588167536
82,Text,1968,1588164143
82,Text,1971,1588168604
83,Text,1974,1588167566
83,Text,1976,1588163421
83,Text,1980,1588165947
83,Text,1981,1588164771
83,Text,1984,1588167215
83,Text,1991,1588165772
84,Text,1996,1588166161
84,Text,1998,1588165312
85,Text,2002,1588166448
